Año,Mes,Hora,Demanda_MW
3,11,23, 270 
3,12,23, 293 
4,1,23, 295 
4,2,23, 272 
4,3,23, 282 
4,4,23, 262 
4,5,23, 290 
4,6,23, 303 
4,7,23, 322 
4,8,23, 305 
4,9,23, 290 
4,10,23, 278 
4,11,23, 270 
4,12,23, 293 
5,1,23, 295 
5,2,23, 272 
5,3,23, 282 
5,4,23, 262 
5,5,23, 290 
5,6,23, 303 
5,7,23, 322 
5,8,23, 305 
5,9,23, 290 
5,10,23, 278 
5,11,23, 270 
5,12,23, 293 
6,1,23, 295 
6,2,23, 272 
6,3,23, 282 
6,4,23, 262 
6,5,23, 290 
6,6,23, 303 
6,7,23, 322 
6,8,23, 305 
6,9,23, 290 
6,10,23, 278 
6,11,23, 270 
6,12,23, 293 
7,1,23, 295 
7,2,23, 272 
7,3,23, 282 
7,4,23, 262 
7,5,23, 290 
7,6,23, 303 
7,7,23, 322 
7,8,23, 305 
7,9,23, 290 
7,10,23, 278 
7,11,23, 270 
7,12,23, 293 
8,1,23, 295 
8,2,23, 272 
8,3,23, 282 
8,4,23, 262 
8,5,23, 290 
8,6,23, 303 
8,7,23, 322 
8,8,23, 305 
8,9,23, 290 
8,10,23, 278 
8,11,23, 270 
8,12,23, 293 
9,1,23, 295 
9,2,23, 272 
9,3,23, 282 
9,4,23, 262 
9,5,23, 290 
9,6,23, 303 
9,7,23, 322 
9,8,23, 305 
9,9,23, 290 
9,10,23, 278 
9,11,23, 270 
9,12,23, 293 
10,1,23, 295 
10,2,23, 272 
10,3,23, 282 
10,4,23, 262 
10,5,23, 290 
10,6,23, 303 
10,7,23, 322 
10,8,23, 305 
10,9,23, 290 
10,10,23, 278 
10,11,23, 270 
10,12,23, 293 
